budget,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,release_month,log_budget,log_revenue,is_english,log_vote_count,log_popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Otro,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,productoras_limpias,compania_principal,compania_principal_agrupadas2
25000000,9729,en,Where the Truth Lies,4.051221,Serendipity Point Films,2005-10-07,0,107.0,Released,Where the Truth Lies,5.9,66,2005.0,10.0,17.034386422832473,0.0,1,4.204692619390966,1.619629996240886,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Serendipity Point Films,Serendipity Point Films,0_Otros
0,94352,en,Cirque du Soleil: Worlds Away,5.987486,Reel FX Creative Studios,2012-11-09,34153101,91.0,Released,Cirque du Soleil: Worlds Away,6.1,58,2012.0,11.0,0.0,17.346363974409307,1,4.07753744390572,1.9441208349013928,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Reel FX Creative Studios,Reel FX Creative Studios,0_Otros
25000000,22256,en,Without Limits,3.849873,"Cruise/Wagner Productions, Warner Bros.",1998-09-11,777423,117.0,Released,Without Limits,6.2,19,1998.0,9.0,17.034386422832473,13.56374116906162,1,2.995732273553991,1.5789525190395337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cruise/Wagner Productions, Warner Bros",Cruise/Wagner Productions,0_Otros
25000000,12404,en,Me and Orson Welles,3.593165,"Isle of Man Film, Freestyle Releasing, CinemaNX",2009-11-25,2336172,114.0,Released,Me and Orson Welles,6.6,49,2009.0,11.0,17.034386422832473,14.664024678407259,1,3.912023005428146,1.5245693289309243,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"CinemaNX, Isle of Man Film, Freestyle Releasing",Isle of Man Film,0_Otros
13500000,152742,en,La migliore offerta,30.058263,"Paco Cinematografica, Warner Bros., Regione Lazio, Business Location Sudtirol Alto Adige, Friuli Venezia Giulia Film Commission, UniCredit Group",2013-01-01,19255873,124.0,Released,The Best Offer,7.7,704,2013.0,1.0,16.41820031748273,16.773326715008597,1,6.558197802812269,3.435864892138705,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Paco Cinematografica, Business Location Sudtirol Alto Adige, Regione Lazio, Warner Bros, Friuli Venezia Giulia Film Commission, UniCredit Group",Paco Cinematografica,0_Otros
25000000,11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,"Saturn Films, Nu Image Films, Edward R. Pressman Film, Millennium Films, Polsky Films, Osiris Productions, Lieutenant Productions",2009-09-11,10589102,122.0,Released,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,2009.0,9.0,17.034386422832473,16.17533601144055,1,5.7899601708972535,2.909076397002955,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saturn Films, Nu Image Films, Polsky Films, Lieutenant Productions, Millennium Films, Osiris Productions, Edward R. Pressman Film",Saturn Films,0_Otros
0,49953,en,Sammy's avonturen: De geheime doorgang,15.805449,"Motion Investment Group, nWave Pictures, Illuminata Pictures",2010-08-03,0,88.0,Released,A Turtle's Tale: Sammy's Adventures,5.6,151,2010.0,8.0,0.0,0.0,1,5.0238805208462765,2.821703179058763,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Motion Investment Group, Illuminata Pictures, nWave Pictures",Motion Investment Group,0_Otros
25000000,48034,fr,Les petits mouchoirs,15.279021,"M6 Films, Les Productions du Trésor, EuropaCorp",2010-10-20,48531470,154.0,Released,Little White Lies,7.1,380,2010.0,10.0,17.034386422832473,17.69772303206977,0,5.942799375126701,2.7898772236310694,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"M6 Films, EuropaCorp, Les Productions du Trésor",M6 Films,0_Otros
0,39845,en,Love Ranch,5.000126,"Capitol Films, Rising Star",2010-06-30,0,117.0,Released,Love Ranch,6.0,21,2010.0,6.0,0.0,0.0,1,3.091042453358316,1.791780469007558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Capitol Films, Rising Star",Capitol Films,0_Otros
0,25353,fr,La véritable histoire du Chat Botté,1.684948,Herold and Family,2009-04-01,0,82.0,Released,The True Story of Puss 'n Boots,3.8,7,2009.0,4.0,0.0,0.0,0,2.0794415416798357,0.9876613609204017,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Herold and Family,Herold and Family,0_Otros
25000000,36696,ru,Белка и Стрелка. Звёздные собаки,5.753564,CN Film,2010-03-18,6500000,85.0,Released,Space Dogs,6.3,10,2010.0,3.0,17.034386422832473,15.687312888712007,0,2.3978952727983707,1.910070365541485,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CN Film,CN Film,0_Otros
25000000,109091,en,The Counselor,35.022029,"Ingenious Media, Fox 2000 Pictures, Scott Free Productions, Kanzaman, Nick Wechsler Productions, Big Screen Productions, Chockstone Pictures, Translux, TSG Entertainment",2013-10-25,71009334,117.0,Released,The Counselor,5.0,712,2013.0,10.0,17.034386422832473,18.07832190523624,1,6.569481420414296,3.584130667978114,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TSG Entertainment, Big Screen Productions, 20th Century Fox, Translux, Ingenious Media, Nick Wechsler Productions, Scott Free Productions, Kanzaman, Chockstone Pictures",Ingenious Media,0_Otros
25000000,38543,en,Ironclad,12.31708,"Rising Star, Premiere Picture, Mythic International Entertainment, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Wales Creative IP Fund, Silver Reel, Perpetual Media Capital, Molinare Investment, VIP 4 Medienfonds, ContentFilm International",2011-03-03,0,121.0,Released,Ironclad,6.2,227,2011.0,3.0,17.034386422832473,0.0,1,5.429345628954441,2.5890474218609785,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"VIP 4 Medienfonds, Premiere Picture, Rising Star, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Mythic International Entertainment, Molinare Investment, Silver Reel, Perpetual Media Capital, Wales Creative IP Fund, ContentFilm International",Rising Star,0_Otros
25000000,33157,en,Waterloo,1.894749,"Paramount Pictures, Dino de Laurentiis Cinematografica, Mosfilm",1970-10-26,3052000,128.0,Released,Waterloo,7.0,31,1970.0,10.0,17.034386422832473,14.931307999040428,1,3.4657359027997265,1.0628984060572104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Mosfilm, Dino de Laurentiis Cinematografica, Paramount Pictures",Paramount Pictures,Paramount Pictures
25000000,290864,cn,一個人的武林,6.895866,"Emperor Motion Pictures, Heart & Soul Production, Beijing Silver Moon Productions",2014-10-31,0,100.0,Released,Kung Fu Jungle,6.5,114,2014.0,10.0,17.034386422832473,0.0,0,4.74493212836325,2.0663393313691434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Emperor Motion Pictures, Beijing Silver Moon Productions, Heart & Soul Production",Emperor Motion Pictures,0_Otros
25000000,242166,en,Red Sky,3.344158,"Aldamisa Entertainment, MVP Films, Invest Capital Film Group, Live Screen Pictures",2014-03-12,0,100.0,Released,Red Sky,4.1,26,2014.0,3.0,17.034386422832473,0.0,1,3.295836866004329,1.4688319539775554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Invest Capital Film Group, MVP Films, Live Screen Pictures, Aldamisa Entertainment",Aldamisa Entertainment,0_Otros
14000000,859,en,Dangerous Liaisons,14.480628,"Lorimar Film Entertainment, Warner Bros., NFH Productions",1988-12-16,34670720,119.0,Released,Dangerous Liaisons,7.0,257,1988.0,12.0,16.454567959008102,17.36140611352227,1,5.552959584921617,2.739589435814155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lorimar Film Entertainment, NFH Productions, Warner Bros",Lorimar Film Entertainment,0_Otros
25000000,83770,en,On the Road,14.613152,"American Zoetrope, France 2 Cinéma, VideoFilmes, Vanguard Films, Canal+, SPAD Films, MK2 Productions, Film4, Ciné+, France Télévisions, Nomadic Pictures, Kramer & Sigman Films, Jerry Leider Company",2012-05-22,8784318,137.0,Released,On the Road,5.5,301,2012.0,5.0,17.034386422832473,15.988478758101182,1,5.71042701737487,2.74811363598884,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canal+, France Télévisions, American Zoetrope, Nomadic Pictures, France 2 Cinéma, Kramer & Sigman Films, Jerry Leider Company, MK2 Productions, Ciné+, Film4, SPAD Films, Vanguard Films, VideoFilmes",American Zoetrope,0_Otros
24000000,168,en,Star Trek IV: The Voyage Home,22.258428,Paramount Pictures,1986-11-25,133000000,119.0,Released,Star Trek IV: The Voyage Home,6.9,477,1986.0,11.0,16.993564429978885,18.705859693704824,1,6.169610732491456,3.1466675609717183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paramount Pictures,Paramount Pictures,Paramount Pictures
24000000,1246,en,Rocky Balboa,30.445257,"Columbia Pictures, Revolution Studios, Rogue Marble, Metro-Goldwyn-Mayer (MGM)",2006-12-20,155721132,102.0,Released,Rocky Balboa,6.5,835,2006.0,12.0,16.993564429978885,18.863577356559844,1,6.728628613084702,3.448248160962545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rogue Marble, Metro-Goldwyn-Mayer (MGM), Sony Pictures, Revolution Studios",Sony Pictures,Sony Pictures
24000000,4233,en,Scream 2,35.244037,"Miramax Films, Konrad Pictures, Maven Entertainment, Dimension Films",1997-12-09,172363301,120.0,Released,Scream 2,6.1,840,1997.0,12.0,16.993564429978885,18.965115028105572,1,6.734591659972948,3.5902748712179178,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Maven Entertainment, Miramax, Dimension Films, Konrad Pictures",Miramax,Miramax
25000000,174751,en,Jane Got a Gun,15.333575,"Handsomecharlie Films, Unanimous Pictures, Straight Up Films, 1821 Pictures, Scott Pictures",2016-01-01,1397284,98.0,Released,Jane Got a Gun,5.4,285,2016.0,1.0,17.034386422832473,14.150041626022011,1,5.655991810819852,2.7932228052514256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Handsomecharlie Films, 1821 Pictures, Unanimous Pictures, Scott Pictures, Straight Up Films",Handsomecharlie Films,0_Otros
24000000,184098,en,Think Like a Man Too,15.237142,Will Packer Productions,2014-06-20,70181428,105.0,Released,Think Like a Man Too,6.4,225,2014.0,6.0,16.993564429978885,18.066594289838516,1,5.420534999272286,2.7873013340246406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Will Packer Productions,Will Packer Productions,0_Otros
41300000,2069,en,The Whole Nine Yards,23.441135,"Franchise Pictures, Warner Bros., Morgan Creek Productions, Nine Yards Productions, Rational Packaging Company, Lansdown Films",2000-02-18,106371651,98.0,Released,The Whole Nine Yards,6.2,531,2000.0,2.0,17.536373082144337,18.48244967080199,1,6.2766434893416445,3.196267573486945,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rational Packaging Company, Lansdown Films, Morgan Creek Productions, Warner Bros, Franchise Pictures, Nine Yards Productions",Franchise Pictures,0_Otros
8200000,1788,en,Footloose,25.03414,"Paramount Pictures, IndieProd Company Productions",1984-02-17,80035402,107.0,Released,Footloose,6.4,505,1984.0,2.0,15.919644834185693,18.197979632247314,1,6.226536669287466,3.25940875361297,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"IndieProd Company Productions, Paramount Pictures",Paramount Pictures,Paramount Pictures
24000000,11635,en,Old School,24.70166,"DreamWorks SKG, The Montecito Picture Company",2003-02-21,87055349,91.0,Released,Old School,6.6,541,2003.0,2.0,16.993564429978885,18.2820546812216,1,6.295266001439646,3.246555581254926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DreamWorks Pictures, The Montecito Picture Company",DreamWorks Pictures,DreamWorks Pictures
24000000,177,en,The Fisher King,16.146572,TriStar Pictures,1991-09-09,41895491,137.0,Released,The Fisher King,7.2,341,1991.0,9.0,16.993564429978885,17.550688789605395,1,5.834810737062605,2.841798270250679,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TriStar Pictures,TriStar Pictures,TriStar Pictures
65000000,3600,en,I Still Know What You Did Last Summer,20.793026,"Columbia Pictures, Mandalay Entertainment, Summer Knowledge LLC",1998-11-13,40002112,100.0,Released,I Still Know What You Did Last Summer,5.1,374,1998.0,11.0,17.989897843244528,17.50444283568302,1,5.926926025970411,3.0815900103566003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Sony Pictures, Summer Knowledge LLC, Mandalay Entertainment",Sony Pictures,Sony Pictures
24000000,2621,en,Return to Me,5.771479,"Metro-Goldwyn-Mayer (MGM), JLT Productions",2000-04-07,36609995,115.0,Released,Return to Me,6.1,67,2000.0,4.0,16.993564429978885,17.41583187583665,1,4.219507705176107,1.9127195268753707,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"JLT Productions, Metro-Goldwyn-Mayer (MGM)",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM)
24000000,10358,en,Zack and Miri Make a Porno,27.326466,"Blue Askew, View Askew Productions",2008-09-18,42105111,102.0,Released,Zack and Miri Make a Porno,6.1,721,2008.0,9.0,16.993564429978885,17.555679716459316,1,6.582025138892826,3.3437965619736945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blue Askew, View Askew Productions",Blue Askew,0_Otros
24000000,10480,en,Nurse Betty,3.572339,"Gramercy Pictures, USA Films, Intermedia",2000-09-08,0,108.0,Released,Nurse Betty,5.9,111,2000.0,9.0,16.993564429978885,0.0,1,4.718498871295094,1.5200248901654398,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Gramercy Pictures, Intermedia, USA Films",Gramercy Pictures,0_Otros
24000000,10313,en,The Men Who Stare at Goats,20.69219,"BBC Films, Smoke House, Ruby Films",2009-10-17,68729358,93.0,Released,The Men Who Stare at Goats,5.9,742,2009.0,10.0,16.993564429978885,18.045687016704814,1,6.610696044717759,3.076952287929944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Smoke House, BBC Films, Ruby Films",BBC Films,BBC Films
0,18828,en,Double Take,1.903405,Touchstone Pictures,2001-01-12,0,88.0,Released,Double Take,5.5,24,2001.0,1.0,0.0,0.0,1,3.2188758248682006,1.0658841861626032,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Touchstone Pictures,Touchstone Pictures,Touchstone Pictures
40000000,3558,en,"Girl, Interrupted",10.713521,"Columbia Pictures Corporation, 3 Arts Entertainment, Global Entertainment Productions GmbH & Company Medien KG, Red Wagon Entertainment",1999-12-21,0,127.0,Released,"Girl, Interrupted",7.6,721,1999.0,12.0,17.50439003707821,0.0,1,6.582025138892826,2.460743815590271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Red Wagon Entertainment, Sony Pictures, 3 Arts Entertainment, Global Entertainment Productions GmbH & Company Medien KG",Sony Pictures,Sony Pictures
17000000,13476,en,Win a Date with Tad Hamilton!,7.701041,DreamWorks SKG,2004-01-23,16980098,95.0,Released,Win a Date with Tad Hamilton!,5.5,160,2004.0,1.0,16.648723960844016,16.647552569219172,1,5.081404364984463,2.163442673674843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DreamWorks Pictures,DreamWorks Pictures,DreamWorks Pictures
24000000,10208,en,Muppets from Space,6.589193,"Columbia Pictures, Jim Henson Company, The",1999-07-14,16290976,87.0,Released,Muppets from Space,5.8,92,1999.0,7.0,16.993564429978885,16.606121954224832,1,4.532599493153256,2.026725261644058,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Jim Henson Company, Sony Pictures",Sony Pictures,Sony Pictures
24000000,24961,en,The Wiz,2.753313,"Universal Pictures, Motown Productions",1978-10-24,21049053,134.0,Released,The Wiz,5.9,58,1978.0,10.0,16.993564429978885,16.862366176465226,1,4.07753744390572,1.322638916622011,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Universal Pictures, Motown Productions",Universal Pictures,Universal Pictures
24000000,20697,en,Ready to Rumble,3.113009,"Bel Air Entertainment, Warner Bros.",2000-04-07,12372410,107.0,Released,Ready to Rumble,4.7,49,2000.0,4.0,16.993564429978885,16.330979632409907,1,3.912023005428146,1.4141548774297004,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bel Air Entertainment, Warner Bros",Bel Air Entertainment,0_Otros
24000000,20761,en,Play It to the Bone,5.566203,Touchstone Pictures,1999-12-25,8434146,124.0,Released,Play It to the Bone,5.7,53,1999.0,12.0,16.993564429978885,15.947799142588968,1,3.9889840465642745,1.8819357354458348,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Touchstone Pictures,Touchstone Pictures,Touchstone Pictures
24000000,70868,en,I Don't Know How She Does It,8.630825,The Weinstein Company,2011-09-16,30551495,89.0,Released,I Don't Know How She Does It,5.0,141,2011.0,9.0,16.993564429978885,17.234924211286376,1,4.955827057601261,2.2649688919225195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Weinstein Company,The Weinstein Company,The Weinstein Company
24000000,43593,en,Piranha 3D,23.343839,"The Weinstein Company, Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions",2010-08-20,83188165,88.0,Released,Piranha 3D,5.3,581,2010.0,8.0,16.993564429978885,18.236615660098074,1,6.366470447731438,3.19227879903353,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Dimension Films, The Weinstein Company, Intellectual Properties Worldwide, Chako Film Company, Atmosphere Entertainment MM, Aja / Levasseur Productions",The Weinstein Company,The Weinstein Company
23000000,6478,en,Beyond the Sea,6.138213,Lionsgate,2004-12-17,0,118.0,Released,Beyond the Sea,6.5,55,2004.0,12.0,16.951004817371683,0.0,1,4.02535169073515,1.965462464914154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lionsgate,Lionsgate,Lionsgate
24000000,40688,en,Meet the Deedles,2.353441,Walt Disney Pictures,1998-03-27,4562146,93.0,Released,Meet the Deedles,4.1,19,1998.0,3.0,16.993564429978885,15.333303904016669,1,2.995732273553991,1.2099869828439183,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Disney,Disney,Disney
28000000,26672,en,The Thief and the Cobbler,2.439184,"Miramax Films, Allied Filmmakers, Richard Williams Productions",1993-09-23,669276,72.0,Released,The Thief and the Cobbler,6.8,26,1993.0,9.0,17.147715103853763,13.4139533042371,1,3.295836866004329,1.235234233944405,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"Miramax, Richard Williams Productions, Allied Filmmakers",Miramax,Miramax
0,45881,en,The Bridge of San Luis Rey,0.515677,0_Otros,2004-01-01,0,120.0,Released,The Bridge of San Luis Rey,5.4,15,2004.0,1.0,0.0,0.0,1,2.772588722239781,0.41586220383351175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0_Otros,0_Otros,0_Otros
24000000,41283,en,Faster,26.324874,"Castle Rock Entertainment, TriStar Pictures, State Street Pictures, CBS Films",2010-11-23,23081726,98.0,Released,Faster,6.1,568,2010.0,11.0,16.993564429978885,16.95455182349457,1,6.343880434126331,3.3077974228900313,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Castle Rock Entertainment, State Street Pictures, CBS Films, TriStar Pictures",Castle Rock Entertainment,Castle Rock Entertainment
24000000,4935,ja,ハウルの動く城,49.549984,"Studio Ghibli, Buena Vista Home Entertainment, Mitsubishi, d-rights, Tohokushinsha Film Corporation",2004-11-19,234710455,119.0,Released,Howl's Moving Castle,8.2,1991,2004.0,11.0,16.993564429978885,19.273863210318897,0,7.596894438144544,3.922962628948132,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Buena Vista Home Entertainment, d-rights, Mitsubishi, Studio Ghibli, Tohokushinsha Film Corporation",Studio Ghibli,0_Otros
23600000,19908,en,Zombieland,57.300674,"Columbia Pictures, Relativity Media, Pariah",2009-10-07,102391382,88.0,Released,Zombieland,7.2,3550,2009.0,10.0,16.97675731236872,18.444313116638213,1,8.174984532943087,4.065613654181559,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Relativity Media, Pariah, Sony Pictures",Sony Pictures,Sony Pictures
23000000,10663,en,The Waterboy,23.839127,Touchstone Pictures,1998-11-06,185991646,90.0,Released,The Waterboy,5.9,512,1998.0,11.0,16.951004817371683,19.041212322066905,1,6.240275845170769,3.2124201115201445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Touchstone Pictures,Touchstone Pictures,Touchstone Pictures
18000000,1891,en,The Empire Strikes Back,78.51783,"Lucasfilm, Twentieth Century Fox Film Corporation",1980-05-17,538400000,124.0,Released,The Empire Strikes Back,8.2,5879,1980.0,5.0,16.705882371415992,20.10411233815215,1,8.679312040892672,4.37598127324358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"20th Century Fox, Lucasfilm",Lucasfilm,0_Otros
19000000,9737,en,Bad Boys,33.872182,"Columbia Pictures, Don Simpson/Jerry Bruckheimer Films",1995-04-07,141407024,118.0,Released,Bad Boys,6.5,1699,1995.0,4.0,16.759949589762293,18.76715299194654,1,7.438383530044307,3.5516894340094187,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Sony Pictures, Don Simpson/Jerry Bruckheimer Films",Sony Pictures,Sony Pictures
23000000,37137,en,The Naked Gun 2½: The Smell of Fear,27.33256,Paramount Pictures,1991-06-28,86930411,85.0,Released,The Naked Gun 2½: The Smell of Fear,6.6,546,1991.0,6.0,16.951004817371683,18.28061849448955,1,6.304448802421981,3.3440116733320684,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paramount Pictures,Paramount Pictures,Paramount Pictures
23000000,9532,en,Final Destination,38.799596,"New Line Cinema, Zide-Perry Productions, Hard Eight Pictures",2000-03-16,53302314,98.0,Released,Final Destination,6.4,1378,2000.0,3.0,16.951004817371683,17.791490321588743,1,7.229113877793302,3.683856761485104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"New Line Cinema, Zide-Perry Productions, Hard Eight Pictures",New Line Cinema,New Line Cinema
12500000,10316,en,The Ides of March,20.317469,"Appian Way, Crystal City Entertainment, Cross Creek Pictures, Exclusive Media Group, Smokehouse Pictures",2011-09-24,75993061,101.0,Released,The Ides of March,6.5,910,2011.0,9.0,16.341239282272525,18.14615260460978,1,6.814542897259958,3.059526877428718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Exclusive Media Group, Appian Way, Cross Creek Pictures, Smokehouse Pictures, Crystal City Entertainment",Appian Way,0_Otros
23000000,2787,en,Pitch Black,18.493202,Interscope Communications,2000-02-18,53187659,108.0,Released,Pitch Black,6.7,1789,2000.0,2.0,16.951004817371683,17.78933697251896,1,7.489970898834801,2.9700657894046163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Interscope Communications,Interscope Communications,0_Otros
23000000,12658,en,Someone Like You...,7.901891,"Fox 2000 Pictures, Lynda Obst Productions",2001-03-30,0,97.0,Released,Someone Like You...,6.0,118,2001.0,3.0,16.951004817371683,0.0,1,4.77912349311153,2.186263726079247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lynda Obst Productions, 20th Century Fox",20th Century Fox,20th Century Fox
23000000,152601,en,Her,53.682367,"Warner Bros., Annapurna Pictures",2013-12-18,47351251,126.0,Released,Her,7.9,4097,2013.0,12.0,16.951004817371683,17.67310381864067,1,8.318254328798846,4.001541299141225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Annapurna Pictures, Warner Bros",Warner Bros,Warner Bros
23000000,10866,en,Joy Ride,11.183197,"Regency Enterprises, Epsilon Motion Pictures, LivePlanet, New Regency Pictures, Bad Robot",2001-10-05,36642838,97.0,Released,Joy Ride,6.3,325,2001.0,10.0,16.951004817371683,17.416728578392956,1,5.786897381366708,2.5000577073145887,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Regency Enterprises, Epsilon Motion Pictures, LivePlanet, Bad Robot, New Regency Pictures",Regency Enterprises,Regency Enterprises
25000000,227707,en,The Adventurer: The Curse of the Midas Box,8.842722,"Matador Pictures, Arcadia Motion Pictures, uFilm, Afrodita Audiovisual, A.I.E., Le Tax Shelter du Gouvernement Fédéral de Belgique, Telefónica Producciones, Umedia, Entertainment Motion Pictures, Cinema One, Nix Films, International Pictures Two, Cronos Entertainment AIE",2013-12-05,6399,99.0,Released,The Adventurer: The Curse of the Midas Box,5.1,73,2013.0,12.0,17.034386422832473,8.764053269347762,1,4.30406509320417,2.2867322988265,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Entertainment Motion Pictures, International Pictures Two, Nix Films, Telefónica Producciones, Cinema One, Umedia, Afrodita Audiovisual, Matador Pictures, A.I.E., uFilm, Cronos Entertainment AIE, Arcadia Motion Pictures, Le Tax Shelter du Gouvernement Fédéral de Belgique",Matador Pictures,0_Otros
23000000,21349,en,Anywhere But Here,8.976738,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures",1999-11-12,18653615,114.0,Released,Anywhere But Here,5.9,66,1999.0,11.0,16.951004817371683,16.74155057265983,1,4.204692619390966,2.300256183187642,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20th Century Fox,20th Century Fox,20th Century Fox
0,19150,en,The Crew,2.634119,Touchstone Pictures,2000-08-21,0,88.0,Released,The Crew,6.4,11,2000.0,8.0,0.0,0.0,1,2.4849066497880004,1.2903667157229168,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Touchstone Pictures,Touchstone Pictures,Touchstone Pictures
23000000,70435,en,Haywire,26.257951,"Irish Film Board, Relativity Media",2011-11-06,33372606,93.0,Released,Haywire,5.6,505,2011.0,11.0,16.951004817371683,17.32324597173956,1,6.226536669287466,3.3053452583663145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Irish Film Board, Relativity Media",Irish Film Board,0_Otros
23000000,580,en,Jaws: The Revenge,12.777008,Universal Pictures,1987-07-17,51881013,89.0,Released,Jaws: The Revenge,3.5,224,1987.0,7.0,16.951004817371683,17.7644634623256,1,5.41610040220442,2.623001115740235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Universal Pictures,Universal Pictures,Universal Pictures
